"","PUMA","PWGTP","CIT","CITWP","COW","ENG","FER","HIMRKS","HINS1","HINS2","HINS3","HINS4","JWMNP","JWRIP","JWTRNS","LANX","MAR","MARHT","MARHYP","MIG","NWAB","NWLA","NWLK","SCH","SCHG","SCHL","SEX","WAGP","WKHP","WRK","YOEP","ANC","ANC1P","ANC2P","DECADE","DRIVESP","ESR","INDP","JWDP","LANP","MIGPUMA","MSP","NATIVITY","OCCP","PAOC","PERNP","PINCP","POBP","POVPIP","POWPUMA","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","SCIENGP","SCIENGRLP","WAOB","Class"
"2759","601",43,"4","2","1","1","2","0","1","2","2","2",35,1,"1","1","5","0","0","1","3","3","3","3","16","21","2",70000,40,"1","3","1","515","999","8","1","1","7460","43","5150","0","6","2","1760","4",70000,70000,"412","2","600","1","2","3","2","3000","2","0","1","1","0","0","1","2","6",0
"2760","612",116,"4","2","2","1","0","0","1","2","2","2",0,0,"11","1","5","0","0","1","3","3","3","3","15","20","1",50000,40,"1","3","1","568","999","8","0","1","9160","0","4840","0","6","2","2850","0",50000,50000,"448","1","600","1","2","2","2","3000","2","0","1","1","0","0","0","0","6",0
"2761","603",119,"1","0","6","0","0","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","16","1",0,40,"1","0","1","84","999","0","0","1","5791","0","9999","0","1","1","4760","0",28000,28000,"25","1","600","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"2762","802",47,"1","0","1","0","0","0","1","2","2","2",20,0,"10","2","5","0","0","3","3","2","3","1","0","21","1",65000,45,"1","0","1","142","999","0","0","1","570","61","9999","3","6","1","845","0",65000,65000,"55","1","800","1","2","4","1","1000","1","0","0","1","0","1","1","2","1",0
"2765","805",112,"4","2","7","0","2","0","1","2","2","2",30,1,"1","2","1","1","2","1","3","3","3","1","0","21","2",150000,40,"1","3","1","615","999","5","1","1","6380","79","9999","0","1","2","440","2",150000,170000,"341","2","800","1","2","3","6","4015","4","1","0","1","0","0","1","2","3",0
"2766","100",68,"1","0","1","0","2","0","2","2","2","1",40,1,"1","2","3","1","2","1","3","3","3","1","0","16","2",22000,25,"1","0","1","51","999","0","1","1","8170","67","9999","0","4","1","3602","4",22000,32800,"25","1","100","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"2767","706",81,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","3","1","2","1","2","2","2","1","0","20","2",0,0,"2","0","2","26","51","0","0","6","9920","0","9999","0","4","1","9920","4",0,5000,"25","1","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2768","1001",89,"1","0","0","0","0","0","1","2","2","2",0,0,"0","2","5","0","0","1","0","0","0","2","12","12","1",0,0,"0","0","2","142","50","0","0","0","9920","0","9999","0","6","1","9920","0",0,0,"25","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"2769","505",79,"4","2","1","1","2","0","2","2","2","1",10,0,"10","1","5","0","0","1","3","2","2","3","15","21","2",8800,10,"1","3","1","495","999","7","0","1","7870","121","4500","0","6","2","1970","0",8800,8800,"213","0","500","2","1","4","1","1000","1","0","0","1","0","1","1","2","4",0
"2770","612",99,"1","0","4","0","0","0","2","2","1","1",0,0,"0","2","5","0","0","1","1","2","3","1","0","21","2",25000,18,"1","0","1","51","999","0","0","2","9480","0","9999","0","6","1","5400","4",25000,25140,"29","1","0","2","1","1","1","1000","1","0","0","1","0","1","2","2","1",1
"2771","608",60,"1","0","1","0","2","0","1","2","2","2",15,1,"1","2","1","1","2","1","3","3","3","1","0","19","2",1e+05,55,"1","0","2","51","50","0","1","1","7970","52","9999","0","1","1","136","2",1e+05,1e+05,"25","2","600","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2774","608",49,"1","0","0","0","0","2","2","1","1","1",0,0,"0","2","2","1","2","1","2","2","2","1","0","20","2",0,0,"2","0","2","32","88","0","0","6","9920","0","9999","0","3","1","9920","4",0,109000,"25","2","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"2775","301",30,"1","0","4","0","2","0","1","2","2","2",15,0,"10","2","5","0","0","3","3","3","3","2","15","19","2",1200,8,"0","0","4","999","999","0","0","1","7870","76","9999","3","6","1","5320","0",1200,1200,"25","0","290","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2776","502",89,"4","2","0","1","0","0","2","2","1","2",0,0,"0","1","1","1","2","1","2","2","2","1","0","16","1",0,0,"2","3","1","935","999","3","0","6","9920","0","1170","0","1","2","9920","0",0,22000,"301","1","0","2","1","2","1","1000","1","0","0","1","0","1","0","0","7",1
"2777","703",101,"1","0","1","0","0","0","1","2","1","2",30,1,"1","2","1","2","2","1","2","2","2","1","0","22","1",80000,40,"1","0","2","21","22","0","1","1","3365","61","9999","0","1","1","1530","0",80000,185000,"48","2","700","1","1","3","1","1000","1","0","0","1","0","1","2","2","1",0
"2780","611",74,"4","2","1","0","2","1","2","1","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",7000,30,"2","3","1","785","999","7","0","6","5081","0","9999","0","1","2","4760","4",7000,7000,"247","1","0","1","2","1","6","4014","9","1","0","1","0","0","2","2","4",0
"2781","613",71,"5","0","2","1","0","0","1","2","2","2",0,0,"0","1","5","0","0","1","2","2","2","3","16","22","1",40000,40,"2","3","1","706","999","8","0","6","9170","0","1970","0","6","2","5165","0",40000,40000,"207","0","0","1","2","2","6","4000","5","1","0","1","0","0","1","2","4",0
"2783","504",156,"1","0","1","0","0","0","1","2","2","2",30,1,"1","2","1","2","2","1","3","3","3","1","0","21","1",40000,40,"1","0","1","129","999","0","1","1","3895","34","9999","0","1","1","7750","0",40000,40000,"25","1","500","1","2","1","1","1000","1","0","0","1","0","1","2","2","1",0
"2784","201",6,"1","0","1","0","2","1","2","1","2","1",0,0,"0","2","1","1","2","1","2","2","2","1","0","16","2",0,0,"2","0","2","148","88","0","0","6","9090","0","9999","0","1","1","4350","2",0,0,"25","1","0","1","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2785","1201",63,"1","0","0","0","0","2","2","1","2","2",0,0,"0","2","5","0","0","1","2","2","2","2","13","13","1",0,0,"2","0","2","50","935","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"25","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"2786","507",90,"1","0","1","0","2","0","1","2","2","2",0,0,"11","2","1","1","2","1","3","3","3","1","0","19","2",97000,40,"1","0","1","26","999","0","0","1","6991","0","9999","0","1","1","860","2",97000,97000,"25","2","500","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2787","1004",55,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","19","2",0,0,"2","0","1","84","999","0","0","6","9920","0","9999","0","1","1","9920","4",0,15500,"25","2","0","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"2788","604",94,"5","0","1","1","0","0","1","2","2","2",35,1,"1","1","1","1","2","1","3","3","3","1","0","21","1",170000,40,"1","3","1","615","999","8","1","1","7380","61","1750","0","1","2","1021","0",170000,170000,"210","2","600","1","2","2","6","4015","4","1","0","1","0","0","1","2","4",0
"2789","201",58,"1","0","4","0","0","0","2","2","1","1",13,0,"10","2","5","0","0","1","3","3","3","1","0","19","1",4500,6,"1","0","2","3","22","0","0","1","8090","53","9999","0","6","1","4220","0",4500,16300,"37","1","290","2","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"2790","201",77,"1","0","3","0","0","0","2","2","1","2",15,1,"1","2","3","1","2","1","3","3","3","1","0","17","1",28000,20,"1","0","2","24","22","0","1","1","9370","55","9999","0","4","1","440","0",48000,48000,"44","1","500","2","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"2791","603",67,"5","0","1","2","0","0","1","2","2","2",20,1,"1","1","1","1","2","1","3","3","2","1","0","16","1",28000,40,"1","3","1","360","999","7","1","1","770","37","1210","0","1","2","6260","0",28000,28000,"362","1","600","1","2","4","8","8000","15","0","0","1","1","0","0","0","3",0
"2792","902",115,"1","0","1","1","0","0","1","2","2","2",0,0,"0","1","5","0","0","1","2","2","2","2","14","16","1",3600,10,"2","0","2","434","11","0","0","6","8680","0","1675","0","6","1","4055","0",3600,3600,"25","2","0","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"2793","703",105,"1","0","1","0","2","0","1","2","2","2",13,1,"1","2","5","0","0","1","3","3","3","1","0","18","2",36000,40,"1","0","2","51","935","0","1","1","3291","58","9999","0","6","1","9645","4",36000,36000,"25","1","700","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"2794","605",108,"1","0","0","0","0","0","1","2","2","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","1","1",0,0,"2","0","2","50","84","0","0","6","9920","0","9999","0","6","1","9920","0",0,0,"25","2","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",1
"2796","401",51,"1","0","1","0","0","0","1","2","2","2",5,1,"1","2","1","3","2","1","3","3","3","1","0","16","1",127000,50,"1","0","1","26","999","0","1","1","2370","25","9999","0","1","1","6355","0",127000,127000,"25","2","400","1","2","2","1","1000","1","0","0","1","0","1","0","0","1",0
"2797","602",87,"1","0","1","0","0","0","2","2","1","2",0,0,"0","2","1","1","2","1","3","1","1","1","0","16","2",14000,32,"2","0","1","935","999","0","0","3","8370","0","9999","0","1","1","3603","4",14000,19900,"25","1","0","2","1","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2798","801",41,"1","0","0","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","2","2","2","3","15","19","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","6","1","9920","0",0,4000,"36","0","0","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2799","611",77,"1","0","2","0","0","0","1","2","2","2",25,0,"9","2","5","0","0","1","3","3","3","3","16","21","1",35000,56,"1","0","2","51","291","0","0","1","7870","79","9999","0","6","1","1760","0",35000,35000,"6","1","600","1","2","2","9","9000","29","0","0","2","1","1","1","2","1",0
"2800","603",92,"1","0","3","0","2","0","1","2","2","2",15,1,"1","2","1","1","2","1","3","3","3","2","16","22","2",87000,40,"1","0","4","999","999","0","1","1","7860","43","9999","0","1","1","2320","4",87000,87000,"25","2","600","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"2801","607",54,"4","2","2","1","2","0","1","2","2","2",60,0,"3","1","1","1","2","1","3","3","3","2","16","24","2",95000,40,"1","3","1","750","999","7","0","1","7870","52","2575","0","1","2","2205","1",95000,95000,"217","2","800","1","2","1","6","4003","8","1","0","1","0","0","2","2","4",0
"2802","603",54,"4","2","1","0","2","0","1","2","2","2",0,0,"0","2","1","1","2","1","2","2","2","1","0","21","2",0,0,"2","3","4","999","999","7","0","6","8470","0","9999","0","1","2","2300","3",0,0,"104","1","0","1","2","2","1","1000","1","0","0","1","0","1","1","2","5",0
"2803","403",25,"1","0","2","0","0","0","1","2","2","2",35,1,"1","2","3","1","2","1","3","3","3","1","0","21","2",95000,40,"1","0","2","32","22","0","1","1","6991","49","9999","0","4","1","3255","4",95000,107000,"34","2","500","1","2","3","1","1000","1","0","0","1","0","1","2","1","1",0
"2804","505",82,"1","0","0","0","0","0","2","2","1","1",0,0,"0","2","3","1","2","1","2","2","2","1","0","19","2",0,0,"2","0","2","97","32","0","0","6","9920","0","9999","0","4","1","9920","4",0,16000,"25","1","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","1",0
"2805","802",167,"5","0","1","4","0","0","2","2","2","1",40,0,"3","1","3","1","2","3","3","3","3","1","0","12","1",25500,30,"1","3","1","234","999","8","0","1","8680","49","1200","3","4","2","4030","0",25500,25500,"364","1","800","2","1","1","9","9000","29","0","0","2","1","1","0","0","3",0
"2806","401",16,"1","0","1","0","2","0","1","2","2","2",0,0,"0","2","5","0","0","1","3","3","3","2","15","16","2",500,6,"0","0","4","999","999","0","0","6","8670","0","9999","0","6","1","4622","4",500,500,"12","1","0","1","2","3","1","1000","1","0","0","1","0","1","0","0","1",0
"2808","601",84,"1","0","3","0","0","0","1","2","2","2",25,1,"1","2","1","1","2","1","3","3","3","1","0","22","2",86000,40,"1","0","1","935","999","0","1","1","7860","49","9999","0","1","1","2300","2",86000,86030,"25","1","600","1","2","3","1","1000","1","0","0","1","0","1","2","2","1",0
"2810","1101",67,"4","2","1","0","2","0","1","2","2","1",52,1,"1","2","5","0","0","3","3","3","3","1","0","21","2",70000,52,"1","3","2","939","541","6","1","1","8170","31","9999","3","6","2","3255","4",70000,70000,"429","2","1100","1","1","1","2","3000","2","0","1","1","0","0","1","2","6",0
"2811","506",32,"4","2","1","1","1","0","1","2","2","2",60,1,"1","1","1","1","2","3","3","3","3","1","0","19","2",80000,45,"1","3","1","51","999","5","1","1","8090","52","1155","3","1","2","350","1",80000,80000,"120","2","500","1","2","1","1","1000","1","0","0","1","0","1","0","0","5",0
"2812","301",38,"1","0","0","0","0","0","2","2","1","2",0,0,"0","2","2","1","2","1","2","2","2","1","0","19","2",0,0,"2","0","1","935","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,20000,"44","1","0","2","1","3","1","1000","1","0","0","1","0","1","0","0","1",1
"2813","603",72,"1","0","0","0","0","0","1","2","1","1",0,0,"0","2","5","0","0","1","2","2","2","1","0","17","1",0,0,"2","0","2","51","22","0","0","6","9920","0","9999","0","6","1","9920","0",0,13200,"25","1","0","1","1","2","1","1000","1","0","0","1","0","1","0","0","1",1
"2814","902",65,"1","0","1","0","0","0","1","2","2","2",10,1,"1","2","1","1","2","1","3","3","3","1","0","22","1",1e+05,40,"0","0","4","999","999","0","1","1","8680","115","9999","0","1","1","310","0",1e+05,1e+05,"25","2","900","1","2","4","1","1000","1","0","0","1","0","1","2","2","1",0
"2815","402",105,"1","0","0","0","0","2","2","1","1","1",0,0,"0","2","2","1","2","1","2","2","2","1","0","17","2",0,0,"2","0","1","50","999","0","0","6","9920","0","9999","0","3","1","9920","4",0,17600,"25","1","0","1","1","1","1","1000","1","0","0","1","0","1","0","0","1",0
"2816","1301",67,"1","0","1","0","0","2","2","1","2","2",15,1,"1","2","1","1","2","1","3","3","3","1","0","16","2",30000,25,"1","0","1","89","999","0","1","1","4771","67","9999","0","1","1","4760","4",30000,30000,"36","2","1290","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2817","502",58,"1","0","3","0","0","0","1","2","2","2",60,1,"1","2","1","2","2","1","3","3","3","2","15","19","1",55000,40,"1","0","2","24","89","0","1","1","7790","43","9999","0","1","1","8620","0",55000,55000,"25","1","500","1","2","4","1","1000","1","0","0","1","0","1","0","0","1",0
"2818","1002",88,"1","0","1","0","0","0","2","2","2","2",8,0,"9","2","5","0","0","3","2","2","1","1","0","16","1",9900,5,"1","0","2","26","902","0","0","1","6390","103","9999","3","6","1","8990","0",9900,9900,"45","1","1100","2","2","1","9","9000","61","1","1","3","0","1","0","0","1",0
"2819","504",178,"4","2","1","2","0","0","2","2","1","2",0,0,"0","1","1","1","2","1","2","2","2","1","0","21","1",0,0,"2","3","1","275","999","5","0","6","8191","0","1210","0","1","2","2861","0",0,39400,"329","1","0","2","1","1","9","9000","29","0","0","2","1","1","2","2","3",0
