"","PUMA","PWGTP","CIT","HIMRKS","HINS1","HINS2","HINS3","HINS4","HINS6","INTP","LANX","MAR","MIG","MIL","NWAB","NWAV","NWLA","NWLK","RETP","SCH","SCHL","SEX","SSP","WAGP","ANC","ANC1P","ANC2P","ESR","MSP","NATIVITY","PINCP","POBP","PRIVCOV","PUBCOV","QTRBIR","RAC1P","RAC2P","RAC3P","RACASN","RACBLK","RACNUM","RACSOR","RACWHT","WAOB","Class"
"3685",502,115,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,80000,4,999,999,1,1,1,80000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3686",100,112,3,0,2,2,2,2,2,30000,2,5,1,4,2,5,2,2,0,1,19,2,0,0,2,8,939,6,6,1,30000,103,2,2,1,1,1000,1,0,0,1,0,1,5,"0"
"3687",608,111,1,0,2,2,1,1,2,0,2,4,1,4,2,5,2,2,0,1,16,1,0,0,1,939,999,6,5,1,0,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3688",611,87,5,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,3,21,1,0,48000,1,706,999,1,6,2,48000,207,1,2,4,6,4000,5,1,0,1,0,0,4,"0"
"3689",1002,160,1,0,1,2,1,1,2,0,2,3,3,4,2,5,2,2,6300,1,19,2,12400,0,1,51,999,6,4,1,18700,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"3690",603,84,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,20,2,17800,0,2,998,22,6,1,1,17800,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3692",506,43,1,2,2,1,1,2,2,1800,2,2,1,4,2,5,2,2,0,1,21,2,23400,0,2,22,88,6,3,1,25200,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3693",803,50,4,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,6000,1,19,2,9600,0,1,308,999,6,1,2,15600,333,1,1,4,2,3000,2,0,1,1,0,0,3,"0"
"3694",804,128,3,0,2,2,2,1,2,100,1,3,1,4,3,5,3,3,0,2,16,2,0,39400,1,275,999,1,4,1,52700,329,2,1,4,9,9000,38,0,1,2,1,0,3,"0"
"3696",806,83,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,0,1,21,2,32800,0,2,50,22,6,1,1,32800,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3697",301,64,1,0,1,2,2,2,2,0,2,5,3,4,2,5,2,2,0,2,18,2,0,3500,2,22,88,6,6,1,3500,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3698",802,52,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,21,2,0,0,4,999,999,3,6,1,0,25,1,2,2,6,4025,10,1,0,1,0,0,1,"0"
"3699",506,165,1,0,2,2,1,1,2,0,2,5,1,4,2,5,2,2,0,1,22,2,21300,0,1,51,999,6,6,1,21300,25,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3700",201,19,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,20,2,0,57000,2,50,51,1,6,1,57000,34,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3701",806,95,3,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,1,1,1,0,60000,4,999,999,1,6,1,60000,314,1,2,3,9,9000,29,0,0,2,1,1,3,"0"
"3702",801,120,1,2,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,85000,4,999,999,1,1,1,85000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3703",701,58,1,2,1,1,1,2,2,500,2,1,1,2,3,5,2,2,25200,1,18,1,25400,0,1,924,999,6,1,1,51100,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3704",706,64,1,0,2,2,1,2,2,2000,2,1,1,4,2,5,2,2,4800,1,21,1,0,0,1,22,999,6,1,1,6800,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3705",1002,70,1,0,1,2,1,2,2,-2100,1,1,1,3,2,5,2,2,169000,1,23,2,7200,0,1,615,999,6,1,1,174100,25,1,1,1,6,4015,4,1,0,1,0,0,1,"0"
"3706",1104,67,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,110000,1,51,999,1,1,1,110000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3708",1101,166,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,20,2,0,0,2,50,129,6,1,1,65000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"1"
"3709",703,77,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,1,0,104000,1,425,999,1,1,2,104000,224,1,2,4,1,1000,1,0,0,1,0,1,4,"0"
"3710",1002,70,2,0,2,2,1,2,2,0,1,2,3,4,2,5,2,2,2800,1,16,2,14400,0,1,261,999,6,3,1,17200,72,2,1,2,9,9000,29,0,0,2,1,1,2,"0"
"3711",611,67,5,0,1,2,2,2,2,0,1,1,3,4,3,5,3,3,0,1,22,1,0,160000,1,615,999,1,1,2,160000,210,1,2,2,6,4015,4,1,0,1,0,0,4,"0"
"3712",904,50,1,2,2,1,1,2,2,0,2,2,1,4,2,5,2,2,11500,1,16,2,20000,0,1,32,999,6,3,1,31500,42,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"3713",1104,79,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,115000,4,999,999,1,1,1,115000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3714",805,17,1,0,1,2,2,2,2,0,1,5,3,4,3,5,3,3,0,3,21,1,0,95000,4,999,999,1,6,1,95000,25,1,2,1,6,4025,47,1,0,1,0,0,1,"0"
"3715",608,89,1,0,1,2,2,2,2,0,2,1,1,2,3,5,3,3,0,1,19,1,0,0,2,935,89,1,1,1,17900,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3716",701,103,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,80000,1,935,999,1,1,1,80000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3717",704,83,1,0,2,2,1,2,2,0,2,1,1,4,3,5,3,3,40000,1,22,1,0,0,2,50,51,6,1,1,40000,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3718",506,51,1,2,2,1,1,2,2,0,2,1,1,4,2,5,2,2,0,1,20,2,18000,0,2,50,51,6,1,1,18000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3721",613,84,1,2,2,1,2,2,2,0,2,3,1,4,3,5,3,3,0,1,21,2,0,51000,4,999,999,1,4,1,51000,27,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3722",603,48,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,3,21,2,0,125000,3,995,999,1,1,1,125000,25,1,2,2,8,8000,15,0,0,1,1,0,1,"0"
"3723",1102,50,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,3,12,1,0,0,2,50,210,1,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3724",606,141,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,120000,2,22,50,1,1,1,120000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3726",402,96,1,0,2,2,2,1,2,0,2,2,1,4,2,5,2,2,0,1,18,2,0,0,2,935,22,6,3,1,10800,50,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3728",608,136,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,84000,1,51,999,1,1,1,84000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3729",1002,100,1,2,2,1,1,2,2,50,2,2,1,4,2,5,2,2,5000,1,20,1,24000,0,1,88,999,6,3,1,29050,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3730",903,108,1,0,2,2,1,2,2,0,2,5,1,4,2,5,2,2,6000,1,23,2,14400,0,1,50,999,6,6,1,20400,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3732",803,99,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,22,2,0,140000,2,94,931,1,6,1,140000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3733",1102,68,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,17,1,0,37000,1,50,999,1,6,1,37000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3734",704,53,1,0,1,2,1,2,2,0,2,2,1,4,2,5,2,2,20100,1,16,2,5700,0,1,935,999,6,3,1,25800,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3736",906,93,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,19,1,0,69000,4,999,999,1,1,1,69000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3737",1003,197,1,0,1,2,1,1,2,0,2,1,1,3,2,5,2,2,11000,1,20,2,0,0,2,50,920,6,1,1,11000,23,1,1,4,9,9000,17,0,0,2,0,1,1,"1"
"3738",702,66,1,2,2,1,1,1,2,0,2,2,1,2,3,5,3,3,7000,1,21,1,27600,0,1,171,999,6,3,1,34600,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"3739",502,50,1,0,1,2,2,2,2,0,2,1,3,4,3,5,3,3,0,1,20,1,0,112000,1,50,999,1,1,1,112000,39,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3740",1201,56,1,2,2,1,1,2,2,0,2,2,1,2,2,5,2,2,0,1,20,1,29200,0,3,996,999,6,3,1,29200,25,1,1,4,1,1000,1,0,0,1,0,1,1,"1"
"3741",906,193,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,34300,3,996,999,1,1,1,34300,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3742",301,36,5,0,1,2,2,2,2,2000,1,1,1,4,3,5,3,3,0,1,24,2,0,91000,1,615,999,1,1,2,93000,210,1,2,2,6,4015,4,1,0,1,0,0,4,"0"
"3743",201,14,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,21,2,0,0,1,32,999,6,1,1,1000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3744",201,30,1,0,2,2,1,2,2,0,2,1,1,2,2,5,2,2,1800,1,19,1,30000,0,1,24,999,6,1,1,31800,36,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3745",201,15,1,0,1,2,2,1,2,0,2,3,1,4,2,5,2,2,0,1,22,2,0,39000,2,935,11,1,4,1,39900,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3746",1101,43,4,0,1,2,1,2,2,0,2,1,1,4,3,5,3,3,0,1,16,2,0,0,4,999,999,6,2,2,0,370,1,1,3,8,8000,15,0,0,1,1,0,3,"0"
"3747",504,186,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,19,1,0,10000,4,999,999,6,6,1,10000,17,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3748",803,63,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,22,1,0,83000,1,51,999,1,6,1,83000,9,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3749",706,11,1,2,2,1,2,2,2,0,1,5,1,4,2,5,2,2,0,3,19,2,0,5000,1,360,999,1,6,1,5000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3750",805,60,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,120000,4,999,999,1,1,1,120000,42,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3751",609,132,5,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,1,0,180000,1,615,999,1,1,2,180000,210,1,2,2,6,4015,4,1,0,1,0,0,4,"0"
"3752",505,166,4,0,1,2,2,2,2,0,2,3,1,4,3,5,3,3,0,1,21,1,0,60000,1,541,999,1,4,2,60000,429,1,2,4,2,3000,2,0,1,1,0,0,6,"0"
"3753",506,28,1,0,1,2,1,1,2,0,2,3,1,4,2,5,2,2,30000,1,16,1,0,0,1,935,999,6,4,1,50300,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3754",801,66,1,0,1,2,2,2,2,0,1,5,1,4,2,5,2,2,0,3,19,2,0,0,2,706,740,6,6,1,0,34,1,2,2,6,4025,45,1,0,1,0,0,1,"0"
"3755",703,50,1,2,2,1,2,1,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,97000,1,924,999,1,1,1,97000,25,1,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3756",1301,72,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,2,0,0,2,22,51,1,6,1,2500,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3757",1201,199,1,0,1,2,2,2,2,0,2,1,1,4,3,5,2,3,0,2,20,2,0,82000,2,84,51,1,1,1,82000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3758",502,62,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,0,4,999,999,6,6,1,0,34,2,1,2,2,3000,2,0,1,1,0,0,1,"0"
"3759",1003,174,2,0,2,2,2,1,2,0,1,5,1,4,3,5,3,3,0,1,16,2,0,30000,1,291,999,1,6,1,30000,72,2,1,4,9,9000,29,0,0,2,1,1,2,"0"
"3760",706,47,2,0,2,2,1,1,2,0,1,4,1,4,2,5,2,2,0,1,4,2,0,0,1,261,999,6,5,1,9600,72,2,1,3,9,9000,29,0,0,2,1,1,2,"1"
"3761",602,134,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,4,2,0,0,4,999,999,1,1,2,32000,206,1,2,3,6,4015,4,1,0,1,0,0,4,"0"
"3762",1201,38,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,15,1,0,0,1,50,999,6,6,1,4800,25,2,1,4,1,1000,1,0,0,1,0,1,1,"1"
"3763",1104,16,1,0,2,2,2,1,2,0,2,5,1,4,2,5,2,2,0,1,15,1,0,0,4,999,999,6,6,1,10400,25,2,1,1,1,1000,1,0,0,1,0,1,1,"1"
"3765",804,116,4,0,1,2,2,2,2,2000,1,1,1,4,3,5,3,3,0,1,24,1,0,110000,1,706,999,1,2,2,112000,207,1,2,3,6,4000,5,1,0,1,0,0,4,"0"
"3766",1301,47,1,0,2,2,1,1,2,0,2,4,1,2,2,5,2,2,0,1,11,1,10000,0,1,50,999,6,5,1,10000,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3767",1301,103,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,1,0,68000,1,50,999,1,1,1,68000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3768",1301,2,1,1,2,1,2,2,2,0,2,5,1,4,3,5,3,3,0,1,16,2,0,2000,2,32,50,1,6,1,2000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3769",906,166,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,12,2,0,0,1,50,999,1,6,1,0,4,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3770",507,113,1,0,1,2,2,2,2,0,2,1,3,4,3,5,3,3,0,1,16,2,0,12000,3,996,999,1,1,1,12000,49,1,2,1,8,8000,15,0,0,1,1,0,1,"0"
"3772",804,99,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,16,1,0,8600,2,903,939,1,6,1,8600,25,1,2,3,2,3000,2,0,1,1,0,0,1,"0"
"3773",601,103,1,0,1,2,2,2,2,500,2,1,1,4,3,5,3,3,0,1,18,1,0,178000,1,939,999,1,1,1,178500,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3774",906,35,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,51000,2,22,50,1,1,1,51000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3775",805,142,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,158000,4,999,999,1,6,1,158000,34,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3776",904,56,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,145000,2,50,935,1,1,1,145000,51,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3777",1301,117,1,0,2,2,2,1,2,0,2,1,1,4,2,3,2,1,0,1,16,1,0,0,1,935,999,6,1,1,0,25,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3778",608,114,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,23,2,0,150000,2,924,32,1,6,1,150000,6,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3779",702,49,1,0,1,2,1,2,2,0,2,1,1,2,3,5,3,3,19000,1,20,1,25000,12800,1,51,999,1,1,1,56800,25,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3780",603,89,1,0,1,2,2,2,2,0,2,5,1,2,3,5,3,3,0,1,16,2,0,33300,2,22,50,1,6,1,33300,36,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3781",613,79,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,2,11,2,0,0,2,998,706,1,6,1,0,25,1,2,3,9,9000,19,1,0,2,0,1,1,"0"
"3782",802,133,5,0,2,2,2,1,2,0,1,1,3,4,3,5,3,3,0,1,5,1,0,30000,1,234,999,1,1,2,30000,364,2,1,1,9,9000,29,0,0,2,1,1,3,"0"
"3783",403,80,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,2,24,2,0,48000,1,924,999,1,6,1,48000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3784",201,57,1,0,2,2,1,1,2,430,2,1,1,4,2,5,2,2,0,1,19,1,16800,0,1,32,999,6,1,1,17230,34,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3785",706,163,4,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,2,18,2,0,124000,2,903,599,1,6,2,124000,459,1,2,2,2,3000,2,0,1,1,0,0,6,"0"
"3786",613,92,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,17,2,0,0,1,252,999,1,1,2,2500,313,1,2,3,8,8000,15,0,0,1,1,0,3,"0"
"3787",613,58,1,0,1,2,2,2,2,0,1,5,1,4,3,5,3,3,0,3,16,2,0,4700,1,615,999,1,6,1,4700,25,1,2,1,6,4015,4,1,0,1,0,0,1,"0"
"3788",1003,81,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,20000,1,16,2,0,0,2,50,26,6,1,1,20000,44,1,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3789",1004,33,1,0,2,2,1,1,2,0,2,1,1,4,2,5,2,2,0,1,24,2,15000,0,2,924,920,6,2,1,16200,25,2,1,2,9,9000,17,0,0,2,0,1,1,"1"
"3790",906,88,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,1,0,80000,2,51,50,1,6,1,80000,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3792",803,56,1,2,2,1,2,2,2,0,2,1,1,4,2,5,2,2,0,1,20,2,0,0,4,999,999,6,1,1,0,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3793",507,55,1,0,1,2,2,2,2,200,2,1,1,4,3,5,3,3,0,1,22,2,0,3500,1,142,999,1,1,1,3700,17,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3794",802,68,1,0,2,2,1,1,2,0,1,1,1,4,2,5,2,2,0,1,1,2,0,0,1,706,999,6,1,1,9200,25,2,1,3,6,4000,5,1,0,1,0,0,1,"1"
"3795",701,46,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,2,0,45000,1,931,999,1,1,1,45000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3796",1003,50,1,0,1,2,2,2,2,0,1,5,1,4,2,5,2,2,0,2,13,2,0,1400,4,999,999,6,6,1,1400,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3797",805,104,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,15,1,0,0,1,336,999,6,6,1,26800,25,2,1,1,2,3000,2,0,1,1,0,0,1,"0"
"3798",506,60,1,0,1,2,2,2,2,12000,2,1,1,4,3,5,3,3,0,1,21,2,0,74000,4,999,999,1,1,1,196000,33,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3799",609,69,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,1,21,2,0,10000,1,183,995,1,6,1,11000,48,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3800",503,56,1,0,1,2,2,2,2,80000,2,1,1,4,3,5,3,3,0,1,18,1,0,75000,2,22,88,1,1,1,210000,42,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3801",906,85,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,65000,2,46,935,1,6,1,65000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3802",1104,59,1,0,1,2,2,2,2,0,2,1,1,4,2,5,2,2,0,1,21,1,0,93000,1,50,999,1,1,1,93000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3803",201,48,4,0,1,2,1,2,2,0,1,1,1,4,2,5,2,2,0,1,15,1,9600,0,1,706,999,6,1,2,9600,207,1,1,2,6,4000,5,1,0,1,0,0,4,"0"
"3804",611,55,1,2,1,1,1,2,2,52000,2,1,1,4,2,5,2,2,7900,1,22,1,27100,0,2,50,21,6,1,1,87000,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3805",607,95,1,0,2,2,1,2,2,11200,2,1,1,2,2,5,2,2,25000,1,22,1,28800,0,2,89,88,6,1,1,65000,36,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3806",1101,214,2,0,2,2,2,1,2,0,1,1,1,4,3,5,3,3,0,1,16,2,0,11600,2,195,598,1,2,1,13600,72,2,1,4,9,9000,38,0,1,2,1,0,2,"0"
"3807",506,58,1,2,1,1,1,2,2,2800,2,1,1,4,2,5,2,2,0,1,21,1,34500,0,2,22,88,6,1,1,37300,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3808",903,86,4,0,1,2,2,2,2,0,1,1,1,4,2,5,2,2,40000,1,21,2,0,0,1,706,999,6,1,2,40000,247,1,2,2,6,4000,5,1,0,1,0,0,4,"0"
"3809",402,25,1,0,1,2,2,2,2,0,2,5,1,4,2,5,2,2,0,3,19,2,0,0,1,939,999,6,6,1,0,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3810",502,37,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,3,23,1,0,17500,1,290,999,1,1,2,17500,329,1,2,1,8,8000,15,0,0,1,1,0,3,"0"
"3811",902,58,1,0,1,2,2,2,2,0,2,5,1,4,3,5,3,3,0,3,19,1,0,0,4,999,999,6,6,1,0,13,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3812",706,18,1,0,1,2,2,2,2,0,2,5,3,4,3,5,3,3,0,3,16,2,0,0,4,999,999,6,6,1,0,25,1,2,4,1,1000,1,0,0,1,0,1,1,"0"
"3813",601,48,1,1,2,1,2,2,2,0,2,1,1,4,3,5,3,3,0,1,20,2,0,32000,2,26,51,1,1,1,32000,25,1,2,1,1,1000,1,0,0,1,0,1,1,"0"
"3814",1003,68,4,0,2,2,1,2,2,0,1,1,1,2,3,5,3,3,0,1,1,1,1400,59000,1,84,999,1,1,2,60400,129,2,1,4,1,1000,1,0,0,1,0,1,5,"0"
"3815",501,47,1,1,2,1,2,2,2,0,2,1,3,4,3,5,3,3,0,1,16,2,0,0,4,999,999,6,2,1,0,25,1,2,3,1,1000,1,0,0,1,0,1,1,"1"
"3816",604,49,1,2,2,1,2,2,2,0,2,1,3,4,3,5,3,3,0,2,23,2,0,68000,1,998,999,1,1,1,68000,42,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3817",1002,80,1,0,2,2,1,2,2,0,2,2,1,4,2,5,2,2,2100,1,19,2,17800,0,1,50,999,6,3,1,20750,25,1,1,1,1,1000,1,0,0,1,0,1,1,"1"
"3818",402,80,1,0,2,2,2,1,2,0,2,1,1,4,2,5,2,2,0,1,14,1,0,0,4,999,999,6,2,1,0,25,2,1,4,1,1000,1,0,0,1,0,1,1,"0"
"3819",805,80,1,0,2,2,1,2,2,0,2,1,1,4,2,5,2,2,9600,1,16,2,14000,0,1,50,999,6,1,1,23600,36,2,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3820",503,82,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,1,0,129000,4,999,999,1,1,1,129000,36,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3821",201,86,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,16,1,0,64000,1,50,999,1,1,1,70000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3822",612,49,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,21,1,0,70000,1,50,999,1,1,1,70000,25,1,2,2,1,1000,1,0,0,1,0,1,1,"0"
"3823",1102,74,1,0,2,2,2,1,2,0,2,5,3,4,3,5,3,3,0,1,18,2,0,2500,2,32,22,1,6,1,5000,40,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
"3824",100,24,4,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,22,2,0,51000,1,142,999,1,1,2,51000,128,1,2,3,1,1000,1,0,0,1,0,1,5,"0"
"3825",606,91,1,0,2,2,1,2,2,0,2,1,1,2,3,5,3,3,89000,1,21,1,35700,12900,2,82,26,1,1,1,137600,17,2,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3826",610,134,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,22,2,0,104000,4,999,999,1,1,1,104000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3827",902,54,1,0,1,2,1,2,2,30000,2,3,1,4,3,5,3,3,14700,1,16,1,24000,39000,4,999,999,1,4,1,107700,25,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3828",1301,71,1,0,1,2,1,2,2,0,2,1,1,4,2,5,2,2,65000,1,22,1,18000,0,1,50,999,6,1,1,83000,36,1,1,2,1,1000,1,0,0,1,0,1,1,"0"
"3829",201,8,1,0,1,2,2,2,2,0,1,1,1,4,3,5,3,3,0,1,24,2,0,140000,1,291,999,1,1,1,140000,25,1,2,4,9,9000,29,0,0,2,1,1,1,"0"
"3830",701,167,1,0,1,2,2,2,2,0,1,5,1,4,2,5,2,2,0,2,13,2,0,0,1,290,999,6,6,1,0,25,1,2,4,8,8000,15,0,0,1,1,0,1,"0"
"3831",506,16,1,0,1,2,2,2,2,0,2,1,1,4,3,5,3,3,0,1,24,1,0,210000,2,50,32,1,1,1,210000,25,1,2,3,1,1000,1,0,0,1,0,1,1,"0"
"3832",1102,60,1,0,1,2,1,2,2,2000,2,1,1,4,2,5,2,2,40000,1,22,1,2000,0,1,22,999,6,1,1,45800,25,1,1,3,1,1000,1,0,0,1,0,1,1,"0"
"3833",610,57,5,0,2,2,1,2,2,122000,1,1,1,4,2,5,2,2,0,1,7,1,10000,0,4,999,999,6,1,2,132000,129,2,1,1,1,1000,1,0,0,1,0,1,5,"0"
"3834",612,152,1,0,2,2,2,1,2,0,2,5,1,4,3,5,3,3,0,1,21,2,0,68000,2,89,935,1,6,1,68000,25,2,1,1,1,1000,1,0,0,1,0,1,1,"0"
